geo.coordinates
"[ 30.11296481, -92.95893954 ]"
"[ 30.67058924, -92.26712261 ]"
"[ 30.47500251, -92.38407092 ]"
"[ 29.93519981, -90.13202018 ]"
"[ 31.40426256, -92.48634216000001 ]"
"[ 29.8635627, -90.10271075999999 ]"
"[ 30.02644072, -90.06763153999999 ]"
"[ 30.03880508, -90.23712027000001 ]"
"[ 29.93284347, -90.08266632 ]"
"[ 30.67058924, -92.26712261 ]"
"[ 16.63782329, -90.18151966000001 ]"

"[ 32.46752771, -92.08827793 ]"
"[ 29.92770731, -90.08889914 ]"
"[ 29.92459059, -90.108788 ]"
"[ 32.46755978, -92.08836402999999 ]"
"[ 31.69576975, -92.16528345 ]"
"[ 30.47868765, -92.38498556 ]"

"[ 29.85055151, -90.96733938 ]"
"[ 17.07880522, -89.15225011 ]"
"[ 30.47996112, -92.38500978 ]"
"[ 15.03135, -88.29102 ]"
"[ 32.46753511, -92.08838811 ]"
"[ 15.50380707, -88.01945686000001 ]"
"[ 14.57786589, -87.83605947 ]"
"[ 30.0264201, -90.06763361 ]"

"[ 32.46753511, -92.08838811 ]"
"[ 32.46753511, -92.08838811 ]"
"[ 30.89975092, -94.01319194 ]"
"[ 15.6034959, -87.9522094 ]"
"[ 30.67058924, -92.26712261 ]"
"[ 32.37233003, -91.87159533000001 ]"
"[ 31.9415422, -92.69710196 ]"
"[ 30.67058924, -92.26712261 ]"
"[ 29.77527666, -90.77904786000001 ]"
"[ 29.95164905, -90.12362897 ]"
"[ 29.98766315, -90.03305244000001 ]"
"[ 29.84990251, -90.96748183 ]"
"[ 29.97184004, -90.0920849 ]"
"[ 15.0140361, -89.65241854 ]"
"[ 15.7223467, -88.6032345 ]"
"[ 30.48185036, -92.61693603000001 ]"
"[ 29.9837547, -90.2129094 ]"

"[ 30.63378008, -92.74037771 ]"

"[ 15.7186452, -88.59361547 ]"
"[ 29.93972619, -90.07665743 ]"

"[ 17.07880522, -89.15225011 ]"
"[ 29.88185247, -90.02262164 ]"
"[ 31.94143463, -92.69709245999999 ]"
"[ 32.5339095, -92.7354756 ]"
"[ 29.9548279, -90.06894683 ]"
"[ 29.127027, -90.19701999999999 ]"

"[ 29.84989306, -90.96748884 ]"
"[ 29.77527666, -90.77904786000001 ]"
"[ 32.55878409, -92.05914764000001 ]"

"[ 32.46747632, -92.08839048999999 ]"
"[ 29.98191908, -90.23686957 ]"
"[ 15.7223471, -88.6032343 ]"
"[ 32.36257429, -91.86048268 ]"
"[ 32.56259658, -92.05670557000001 ]"
"[ 30.48748107, -92.38923484 ]"
"[ 31.35010396, -92.37036672000001 ]"
"[ 32.5339095, -92.7354756 ]"
"[ 29.77525554, -90.77900344 ]"

"[ 29.98830203, -90.2066487 ]"
"[ 29.965291, -90.032723 ]"
"[ 29.95013259, -90.07354352 ]"
"[ 29.92787361, -90.0889796 ]"
"[ 29.79614121, -90.79378503 ]"
"[ 31.94144379, -92.69709021 ]"
"[ 16.100204, -88.8058594 ]"
"[ 15.46827571, -90.36577893 ]"
"[ 32.46747632, -92.08839048999999 ]"


"[ 30.02638752, -90.06769524000001 ]"
"[ 14.6408431, -89.7293351 ]"
"[ 29.97719069, -90.09320274 ]"
"[ 31.94144379, -92.69709021 ]"
"[ 29.99154961, -90.05995273000001 ]"
"[ 30.1893734, -93.6118389 ]"

"[ 32.46747632, -92.08839048999999 ]"
"[ 31.4042828, -92.48634036 ]"
"[ 30.2367, -92.51363000000001 ]"
"[ 30.1328672, -89.8667607 ]"
"[ 30.02643128, -90.06762456 ]"
"[ 14.96648, -89.29069 ]"
"[ 32.4960245, -92.71617216 ]"
"[ 32.46747632, -92.08839048999999 ]"
"[ 32.2706934, -91.7498468 ]"
"[ 29.3631141, -90.29043202 ]"
"[ 30.1328672, -89.8667607 ]"
"[ 32.5119118, -92.2767154 ]"
"[ 29.84717064, -90.04698694 ]"
"[ 29.3631141, -90.29043202 ]"
"[ 32.53394785, -92.73524784999999 ]"
"[ 14.96648, -89.29069 ]"
"[ 16.100204, -88.8058594 ]"
"[ 29.97696709, -90.09343861000001 ]"
"[ 17.07860889, -89.14867305999999 ]"

"[ 29.97696709, -90.09343861000001 ]"
"[ 30.93436314, -92.93787756 ]"
"[ 32.46747632, -92.08839048999999 ]"
"[ 32.5629102, -92.05665775 ]"
"[ 16.91814531, -89.89701694999999 ]"

"[ 30.13123723, -93.26531799 ]"
"[ 29.956657, -90.06588000000001 ]"
"[ 30.27520775, -91.83954984 ]"
"[ 29.93303318, -90.11169264999999 ]"
"[ 30.27520775, -91.83954984 ]"
"[ 32.46747632, -92.08839048999999 ]"
"[ 31.28873635, -93.98778695 ]"
"[ 29.875016, -92.218675 ]"
"[ 29.84717064, -90.04698694 ]"
"[ 32.46747632, -92.08839048999999 ]"
"[ 29.98502042, -90.06728841 ]"
"[ 29.85037465, -90.96732582 ]"
"[ 29.82759483, -90.01182086999999 ]"
"[ 29.3631141, -90.29043202 ]"
"[ 29.77527134, -90.77902062 ]"
"[ 31.43104851, -91.75899498 ]"
"[ 32.55904189, -92.07173431 ]"
"[ 31.941444, -92.69704986000001 ]"
"[ 32.46747632, -92.08839048999999 ]"
"[ 32.5339095, -92.7354756 ]"
"[ 30.27520775, -91.83954984 ]"

"[ 15.46897214, -88.002965 ]"
"[ 16.100204, -88.8058594 ]"

"[ 15.46817125, -90.36727375 ]"
"[ 14.6408426, -89.72933810000001 ]"
"[ 29.99663791, -90.17930213 ]"
"[ 31.16169098, -93.26775374 ]"
"[ 29.92038995, -89.98450362 ]"

"[ 29.6716522, -90.714643 ]"
"[ 31.43104851, -91.75899498 ]"
"[ 30.27520775, -91.83954984 ]"
"[ 32.5339095, -92.7354756 ]"
"[ 32.55914174, -92.07187881 ]"
"[ 29.9840364, -90.03894129 ]"
"[ 15.46817125, -90.36727375 ]"
"[ 14.58952, -88.58369 ]"
"[ 29.710564, -91.0554216 ]"
"[ 32.65248537, -92.46629018 ]"

"[ 30.01845048, -90.72765384 ]"
"[ 30.27520775, -91.83954984 ]"
"[ 30.27520775, -91.83954984 ]"

"[ 30.00788051, -90.79211223 ]"
"[ 32.53394785, -92.73524784999999 ]"
"[ 32.55914203, -92.07201686000001 ]"
"[ 30.27520775, -91.83954984 ]"
"[ 15.79051951, -86.78637426 ]"
"[ 29.94287, -90.06778300000001 ]"
"[ 29.6716718, -90.7145407 ]"
"[ 30.00477219, -90.18975309 ]"
"[ 29.77517482, -90.77902338 ]"
"[ 29.98763801, -90.03309896 ]"
"[ 15.53033723, -88.02927499 ]"
"[ 29.85049633, -90.9674833 ]"
"[ 31.6646946, -93.6135695 ]"
"[ 31.35721513, -91.82698659 ]"
"[ 30.00788051, -90.79211223 ]"
"[ 31.40427875, -92.48634029 ]"
"[ 30.05487583, -92.67920192 ]"
"[ 30.6749538, -92.27472351 ]"
"[ 29.94985394, -90.06664616 ]"
"[ 32.55914203, -92.07201686000001 ]"
"[ 30.27520775, -91.83954984 ]"
"[ 32.42883533, -92.20267262 ]"
"[ 32.5339095, -92.7354756 ]"
"[ 15.46817125, -90.36727375 ]"
"[ 32.55914203, -92.07201686000001 ]"
"[ 16.5370953, -89.74715519999999 ]"
"[ 30.03318474, -90.04628058 ]"
"[ 30.00788051, -90.79211223 ]"
"[ 31.6720094, -93.60442190000001 ]"
"[ 29.95040478, -90.07319754 ]"
"[ 32.8263549, -93.00606015 ]"
"[ 14.6408419, -89.7293382 ]"

"[ 31.6717009, -93.59717259999999 ]"
"[ 31.16169098, -93.26775374 ]"
"[ 15.79051951, -86.78637426 ]"
"[ 29.85046663, -90.96748224 ]"
"[ 32.5339095, -92.7354756 ]"

"[ 32.82199207, -93.01068617999999 ]"
"[ 30.13123824, -93.26534916999999 ]"
"[ 29.96396374, -90.10643587 ]"
"[ 32.49290102, -92.40588959999999 ]"
"[ 30.19241937, -93.52970055999999 ]"
"[ 29.99671526, -90.17938307 ]"
"[ 15.41048, -87.79194 ]"
"[ 32.42881362, -92.20257314 ]"
"[ 31.40427587, -92.48634034 ]"
"[ 29.6717003, -90.7145646 ]"
"[ 32.81785378, -93.01447066999999 ]"
"[ 29.94985887, -90.06666882 ]"

"[ 15.46817125, -90.36727375 ]"

"[ 32.55914203, -92.07201686000001 ]"
"[ 30.00644526, -90.77278183 ]"
"[ 15.39515149, -87.79184309 ]"
"[ 30.28832006, -93.08082211999999 ]"
"[ 32.5339095, -92.7354756 ]"

"[ 29.96183333, -89.99368054 ]"
"[ 17.50138, -88.19321035999999 ]"
"[ 32.42880183, -92.20255511000001 ]"
"[ 32.49703967, -92.07355815 ]"
"[ 29.92538075, -90.10881591 ]"
"[ 32.81239717, -93.0186734 ]"
"[ 15.7904179, -86.785695 ]"
"[ 29.9583666, -90.06686664999999 ]"
"[ 32.53051314, -92.22049668 ]"
"[ 29.710559, -91.05544039999999 ]"
"[ 14.64238984, -89.72623908 ]"
"[ 29.7105167, -91.0554242 ]"
"[ 29.95359883, -89.99849646 ]"

"[ 15.76562561, -86.80849205 ]"
"[ 29.84709195, -90.04664587000001 ]"
"[ 29.92800772, -90.08918881 ]"
"[ 30.6750133, -92.27482301000001 ]"
"[ 32.80170025, -93.0276732 ]"
"[ 29.96142381, -90.09943343 ]"
"[ 32.10120379, -93.38808957000001 ]"
"[ 30.03333181, -90.04579618 ]"
"[ 32.10125769, -93.38806635 ]"
"[ 32.10125769, -93.38806635 ]"
"[ 32.55915029, -92.07181325000001 ]"
"[ 29.85066667, -90.03483333 ]"
"[ 32.10125769, -93.38806635 ]"

"[ 29.92029191, -89.98463291 ]"
"[ 30.27470381, -91.84096528000001 ]"
"[ 15.46346385, -90.36633308 ]"
"[ 29.93522062, -90.11942107 ]"
"[ 29.98765863, -90.03308731 ]"
"[ 32.5290162, -92.4445626 ]"
"[ 32.10125769, -93.38806635 ]"
"[ 14.64733792, -89.72538305 ]"
"[ 30.66293224, -92.4170977 ]"
"[ 29.6716399, -90.7144696 ]"
"[ 30.27506023, -91.84003584 ]"
"[ 30.67559486, -92.42831839999999 ]"
"[ 32.10125769, -93.38806635 ]"
"[ 15.47531008, -87.94233443 ]"
"[ 30.47977606, -92.43683162000001 ]"
"[ 32.10125769, -93.38806635 ]"
"[ 30.6750133, -92.27482301000001 ]"
"[ 32.10125769, -93.38806635 ]"
"[ 31.40426993, -92.48634076 ]"
"[ 32.5315662, -92.47100140000001 ]"
"[ 32.7948441, -93.03898263000001 ]"
"[ 29.7105843, -91.05544380000001 ]"
"[ 32.53056086, -92.22055828000001 ]"
"[ 32.59281469, -92.49815416 ]"
"[ 15.46346385, -90.36633308 ]"
"[ 29.95353337, -90.00307067999999 ]"
"[ 30.017719, -90.066338 ]"
"[ 31.17398661, -92.41429282999999 ]"

"[ 30.27522034, -91.83961832999999 ]"

"[ 29.98769773, -90.03311623 ]"
"[ 29.96185652, -89.99365473 ]"
"[ 32.56891026, -92.50695499 ]"
"[ 29.9556, -90.06738 ]"
"[ 29.9344448, -90.079211 ]"

"[ 16.51466774, -88.36712831 ]"
"[ 17.49540398, -88.19380515 ]"

"[ 30.2847233, -93.9176181 ]"
"[ 29.7105403, -91.05542029999999 ]"

"[ 29.8499009, -90.96748604 ]"
"[ 29.6716137, -90.7145572 ]"
"[ 30.03333156, -90.04581157 ]"
"[ 30.67575111, -92.42834019 ]"
"[ 30.0540683, -91.13467249999999 ]"
"[ 29.875016, -92.218675 ]"
"[ 30.26747138, -91.85982509999999 ]"
"[ 32.49293607, -92.40601685 ]"

"[ 30.82901093, -92.32255182999999 ]"
"[ 29.7105341, -91.0554224 ]"
"[ 30.94000912, -92.09560739 ]"

"[ 32.42881811, -92.20257984 ]"

"[ 29.95486171, -90.06912237 ]"
"[ 30.67541616, -92.42837532 ]"
"[ 30.94000912, -92.09560739 ]"
"[ 15.7904179, -86.785695 ]"
"[ 30.26783016, -91.85888951 ]"
"[ 29.84990068, -90.96748595 ]"
"[ 29.6716953, -90.7144799 ]"
"[ 30.94000912, -92.09560739 ]"
"[ 29.95348322, -89.99875565000001 ]"
"[ 32.5928206, -92.49829816 ]"
"[ 29.7105395, -91.05542029999999 ]"
"[ 30.03333142, -90.04581048999999 ]"
"[ 29.92363071, -90.10785241000001 ]"
"[ 30.82901008, -92.32255429 ]"
"[ 32.5462544, -92.8146582 ]"
"[ 31.17417853, -92.41450621 ]"
"[ 15.77116, -86.78767000000001 ]"
"[ 30.67541356, -92.42837674 ]"
"[ 30.66966747, -92.26588283 ]"
"[ 32.5462544, -92.8146582 ]"
"[ 29.94871, -90.12824999999999 ]"
"[ 30.26835884, -91.85751087 ]"
"[ 29.95486171, -90.06912237 ]"
"[ 29.95847454, -90.06572712000001 ]"
"[ 15.82868, -87.9263 ]"
"[ 30.05568826, -92.67953823000001 ]"
"[ 30.0089483, -90.1397042 ]"
"[ 31.17402175, -92.41451755 ]"
"[ 32.55917323, -92.07179502 ]"
"[ 29.671661, -90.71447860000001 ]"
"[ 31.17402175, -92.41451755 ]"
"[ 30.48579337, -92.36043730999999 ]"
"[ 29.88318676, -90.03715235 ]"
"[ 31.05762681, -93.25058386000001 ]"
"[ 30.0089483, -90.1397042 ]"
"[ 30.67778676, -92.41424352999999 ]"
"[ 32.5408952, -92.5672438 ]"
"[ 29.9145317, -90.0009328 ]"
"[ 31.17402175, -92.41451755 ]"
"[ 29.96190741, -89.99374379 ]"
"[ 30.2847221, -93.9176198 ]"
"[ 32.55918478, -92.07187688 ]"
"[ 29.6716892, -90.7145367 ]"
"[ 29.6716591, -90.7144562 ]"
"[ 17.49590132, -88.1966445 ]"
"[ 31.17402175, -92.41451755 ]"
"[ 15.473515, -90.36130333 ]"
"[ 31.96002384, -91.77710165000001 ]"
"[ 15.549517, -88.004181 ]"
"[ 15.43909856, -87.92517104 ]"
"[ 31.40427415, -92.48634283 ]"
"[ 31.17402175, -92.41451755 ]"


"[ 30.0089483, -90.1397042 ]"
"[ 30.023475, -90.73137652 ]"
"[ 29.98504586, -90.06730182 ]"
"[ 30.82900238, -92.32255554 ]"
"[ 31.17402175, -92.41451755 ]"
"[ 29.95848796, -90.06559738 ]"
"[ 31.40427247, -92.48634259000001 ]"
"[ 32.55896064, -92.07172756999999 ]"
"[ 32.1493871, -91.8412778 ]"
"[ 29.95486171, -90.06912237 ]"
"[ 29.98493641, -90.25714874000001 ]"
"[ 29.9203617, -90.0216889 ]"
"[ 30.26820878, -91.86717954 ]"
"[ 30.02376409, -90.73024508 ]"
"[ 29.88400911, -90.10920093 ]"
"[ 29.95833247, -90.06683683 ]"
"[ 31.2894919, -92.3294884 ]"
"[ 31.38601276, -91.80046745 ]"
"[ 30.25340838, -91.89540316 ]"
"[ 15.49603241, -88.03430557 ]"
"[ 32.42880437, -92.20255997 ]"
"[ 31.0390048, -93.9820557 ]"
"[ 32.42885557, -92.2026924 ]"
"[ 31.363668, -93.42344715 ]"
"[ 32.42885557, -92.2026924 ]"
"[ 29.95042921, -90.07307649000001 ]"
"[ 30.53096376, -92.21224551 ]"
"[ 15.79134788, -86.78648153 ]"
"[ 29.84730244, -90.04700638 ]"
"[ 30.00291792, -90.15621419999999 ]"
"[ 32.42885557, -92.2026924 ]"
"[ 15.77180197, -86.79727993 ]"
"[ 29.92798626, -90.08917809 ]"
"[ 31.40426676, -92.48631164 ]"
"[ 30.05467538, -92.67899472000001 ]"
"[ 29.85053809, -90.96733946000001 ]"
"[ 29.95833247, -90.06683683 ]"
"[ 15.5431861, -88.00468770000001 ]"
"[ 15.53144198, -88.04283843 ]"
"[ 15.47032654, -90.36388654 ]"

"[ 15.53170128, -88.04235383 ]"
"[ 30.2849154, -93.91777854999999 ]"
"[ 31.06047129, -93.24727267 ]"
"[ 29.9282219, -90.10790900000001 ]"
"[ 17.49540398, -88.19380515 ]"
"[ 29.95025293, -90.07306049 ]"
"[ 15.506977, -88.038105 ]"
"[ 29.95179405, -90.00276457 ]"
"[ 30.03332091, -90.04585279 ]"

"[ 31.40426299, -92.48632325 ]"
"[ 29.92427203, -90.09866757 ]"
"[ 29.85057935, -90.96736893000001 ]"
"[ 30.31786121, -91.90252415 ]"
"[ 15.5431854, -88.0046869 ]"
"[ 30.01163763, -90.78293918 ]"

"[ 30.0540679, -91.1346729 ]"
"[ 29.6716253, -90.7146369 ]"
"[ 29.85066635, -90.96736738 ]"

"[ 32.56239542, -92.05565178000001 ]"
"[ 29.92403432, -90.09857168000001 ]"
"[ 29.95678888, -90.06660592 ]"
"[ 30.2492696, -93.8930869 ]"
"[ 30.68893266, -92.41318335 ]"
"[ 29.95836185, -90.06646429 ]"

"[ 31.17402175, -92.41451755 ]"
"[ 30.06222231, -90.39389269999999 ]"
"[ 29.89609149, -90.06334079 ]"
"[ 30.06137533, -92.67795368 ]"
"[ 30.01392662, -90.77096299999999 ]"
"[ 30.03333138, -90.04581254 ]"
"[ 15.39756008, -87.80722434 ]"
"[ 29.92288984, -90.02232416 ]"
"[ 30.10923648, -92.04004922999999 ]"
"[ 31.10681037, -92.08318453 ]"
"[ 30.2847211, -93.9176202 ]"
"[ 30.33460249, -92.60230079 ]"
"[ 30.05476852, -92.67902307999999 ]"
"[ 29.84990283, -90.96746417999999 ]"
"[ 27.31687214, -90.75415153 ]"
"[ 15.77116, -86.78767000000001 ]"
"[ 29.8646885, -90.09682100000001 ]"
"[ 30.03085393, -90.33559992000001 ]"
"[ 30.01095572, -90.78520895 ]"
"[ 32.55868549, -92.05918427 ]"
"[ 27.31687983, -90.75416948 ]"

"[ 30.48746631, -93.4518478 ]"
"[ 29.936864, -90.12097199999999 ]"
"[ 29.89609149, -90.06334079 ]"
"[ 29.875016, -92.218675 ]"
"[ 15.53457467, -88.04321249 ]"
"[ 27.31687458, -90.75415722 ]"

"[ 32.44706471, -92.09286609 ]"
"[ 29.95847761, -90.06566271 ]"
"[ 30.00301679, -90.2057598 ]"
"[ 29.6717942, -90.7143499 ]"
"[ 29.94753493, -90.07093906 ]"

"[ 30.54111041, -91.97943354 ]"
"[ 30.83659731, -93.31998754999999 ]"
"[ 30.32159523, -92.67125267 ]"
"[ 31.07922804, -93.25205063999999 ]"

"[ 29.9865948, -90.18145097 ]"
"[ 30.01298999, -90.30923632 ]"
"[ 29.6716947, -90.71446589999999 ]"
"[ 30.21487204, -92.59580932 ]"

"[ 30.01824472, -90.75433692999999 ]"
"[ 27.9444767, -90.1644865 ]"

"[ 29.83008027, -90.10814666 ]"
"[ 29.6717201, -90.7144224 ]"
"[ 31.43006449, -93.6571955 ]"
"[ 16.63782599, -90.18165397 ]"
"[ 29.9584661, -90.06607498 ]"
"[ 29.6717108, -90.7144038 ]"
"[ 29.95000461, -90.07404025 ]"
"[ 29.9145317, -90.0009328 ]"
"[ 30.70446272, -92.68741937 ]"
"[ 15.51858299, -88.03176376 ]"


"[ 32.49292245, -92.40601345 ]"

"[ 29.79942635, -90.61954106 ]"
"[ 31.34543034, -92.36467386 ]"
"[ 30.70446272, -92.68741937 ]"
"[ 32.52238993, -92.22966115 ]"
"[ 15.5782373, -87.95665698000001 ]"
"[ 31.32868, -92.77158085000001 ]"

"[ 31.45860931, -93.66339840000001 ]"
"[ 29.9533921, -90.06746 ]"
"[ 31.34543034, -92.36467386 ]"

"[ 32.42880437, -92.20255997 ]"
"[ 29.67154629, -90.71446073 ]"
"[ 29.87505381, -90.11156132000001 ]"
"[ 30.13121217, -93.26530751 ]"

"[ 29.88002448, -90.09799251 ]"
"[ 32.49292243, -92.40601347 ]"
"[ 30.01854253, -90.15551730999999 ]"
"[ 29.6716945, -90.71451209999999 ]"
"[ 31.48939732, -93.45546598 ]"
"[ 29.95670831, -90.06655556 ]"


"[ 29.67159657, -90.71459133 ]"
"[ 30.01850227, -90.09388067 ]"
"[ 29.87505381, -90.11156132000001 ]"

"[ 29.67152682, -90.71460786999999 ]"
"[ 29.87505381, -90.11156132000001 ]"


"[ 32.55921504, -92.07190244 ]"
"[ 31.52800295, -93.46253033000001 ]"
"[ 30.4895337, -92.38610540000001 ]"
"[ 29.68323611, -91.2602476 ]"
"[ 30.77246163, -92.40611203 ]"
"[ 29.67161537, -90.7144601 ]"

"[ 32.42880437, -92.20255997 ]"
"[ 29.989258, -90.130972 ]"
"[ 30.27084308, -92.66403966999999 ]"
"[ 30.2055491, -92.08671889999999 ]"
"[ 32.42880437, -92.20255997 ]"
"[ 31.47454119, -93.6668083 ]"
"[ 29.96149762, -90.11549391 ]"
"[ 32.42880437, -92.20255997 ]"

"[ 30.2055241, -92.0867372 ]"
"[ 15.54804, -88.02767 ]"
"[ 30.04748356, -89.96082702 ]"

"[ 30.77246166, -92.40603973 ]"
"[ 32.52245044, -92.22941132 ]"
"[ 29.67155597, -90.71466332 ]"
"[ 29.6716177, -90.71452069999999 ]"
"[ 14.6408419, -89.7293382 ]"

"[ 29.83008353, -90.10809199000001 ]"
"[ 30.028573, -90.068218 ]"
"[ 32.42886844, -92.20271964 ]"
"[ 29.87105697, -90.03544658 ]"
"[ 15.46745313, -90.36740875 ]"
"[ 30.00670118, -90.01781018 ]"
"[ 29.96140131, -90.1150847 ]"
"[ 32.46433187, -92.09356575 ]"

"[ 31.0842116, -93.27151861999999 ]"
"[ 30.25290475, -92.66381412 ]"
"[ 29.96140131, -90.1150847 ]"
"[ 29.8932125, -90.0241987 ]"
"[ 29.96140131, -90.1150847 ]"

"[ 29.91237656, -90.1585991 ]"
"[ 29.93723407, -90.12077813000001 ]"
"[ 29.92064976, -90.01073284 ]"
"[ 29.9495216, -90.02958049999999 ]"
"[ 15.45929875, -87.95092434999999 ]"
"[ 30.0210032, -90.1760408 ]"

"[ 29.83919972, -90.10903217000001 ]"
"[ 29.67169056, -90.714288 ]"
"[ 30.03054271, -90.072582 ]"
"[ 30.25272165, -92.66380513 ]"
"[ 30.25818712, -93.23170914000001 ]"
"[ 29.875016, -92.218675 ]"
"[ 32.42510098, -92.25304543 ]"
"[ 30.0285537, -90.0682166 ]"
"[ 32.52260565, -92.22962698000001 ]"
"[ 29.8663585, -90.1039428 ]"
"[ 29.95070487, -90.07349996000001 ]"
"[ 29.92900316, -90.165398 ]"
"[ 29.671669, -90.71450596 ]"
"[ 29.95901379, -90.06624653 ]"
"[ 31.06672559, -93.25174431000001 ]"
"[ 31.12996861, -92.17513748 ]"
"[ 30.01637951, -90.12722447 ]"
"[ 30.03319335, -90.04634066 ]"
"[ 15.40897, -87.78749000000001 ]"
"[ 30.84158325, -92.25831149 ]"
"[ 30.07934236, -92.14000273000001 ]"
"[ 29.95901379, -90.06624653 ]"
"[ 15.40897, -87.78749000000001 ]"
"[ 30.02628009, -90.01008611 ]"
"[ 29.95122575, -90.06589848 ]"
"[ 30.03350022, -90.04574684000001 ]"
"[ 30.02313381, -91.79168668 ]"
"[ 30.25829521, -93.23182524000001 ]"
"[ 32.42885436, -92.20266732 ]"
"[ 29.67172279, -90.71454491999999 ]"
"[ 29.93921136, -90.12025026000001 ]"
"[ 30.02941295, -89.9950302 ]"
"[ 29.952894, -90.071286 ]"
"[ 30.0285697, -90.0681992 ]"
"[ 29.92039897, -89.98451821 ]"
"[ 32.42885436, -92.20266732 ]"
"[ 15.7198415, -88.5993955 ]"
"[ 32.55921508, -92.07190102 ]"
"[ 29.85339631, -90.08509422 ]"
"[ 29.9495871, -90.02959199999999 ]"
"[ 29.905163, -89.99541499999999 ]"
"[ 29.92039897, -89.98451821 ]"
"[ 30.23670571, -92.60942564 ]"
"[ 29.6716539, -90.7144146 ]"
"[ 30.2492696, -93.8930869 ]"
"[ 29.96641722, -90.04780604 ]"
"[ 30.2754984, -93.1663368 ]"
"[ 30.28024819, -92.96502214 ]"
"[ 30.0285769, -90.0682089 ]"
"[ 29.964936, -90.054131 ]"

"[ 30.01005612, -90.14250140999999 ]"
"[ 27.77877754, -93.30963058 ]"
"[ 30.15376604, -91.92168689 ]"
"[ 31.7721686, -93.6444365 ]"
"[ 29.90606, -89.995699 ]"

"[ 30.05978953, -90.37747622000001 ]"

"[ 29.96067074, -90.05930185 ]"
"[ 32.00675015, -91.85682129999999 ]"
"[ 29.96468188, -90.05070812 ]"
"[ 30.00405927, -90.18030881999999 ]"

"[ 15.40897, -87.78749000000001 ]"
"[ 30.2361199, -92.60272320999999 ]"

"[ 29.98369509, -90.17958501 ]"
"[ 32.52264647, -92.2294471 ]"
"[ 29.7105354, -91.0554216 ]"
"[ 29.67155737, -90.71457574999999 ]"
"[ 30.03316032, -90.04633473 ]"
"[ 29.9195207, -90.09183487 ]"
"[ 30.02105758, -90.27382521 ]"
"[ 30.04670964, -89.96131266 ]"

"[ 30.15381297, -91.92154084000001 ]"
"[ 29.95847673, -90.06682431 ]"
"[ 29.6716695, -90.71449699999999 ]"
"[ 29.94850323, -89.94999961000001 ]"
"[ 31.40428205, -92.48636125 ]"
"[ 30.03162643, -90.24467577 ]"
"[ 15.39756003, -87.80722417 ]"
"[ 31.43104851, -91.75899498 ]"
"[ 30.07143013, -90.39480288999999 ]"
"[ 29.93674166, -90.12013422 ]"
"[ 30.77244781, -92.40620158999999 ]"
"[ 29.9502102, -90.07305622 ]"
"[ 30.10964647, -92.07553374 ]"
"[ 15.39755986, -87.80722555 ]"
"[ 29.934178, -89.96377 ]"
"[ 17.50956776, -88.18692738999999 ]"

"[ 32.46757267, -92.08836123 ]"

"[ 30.07819169, -90.40531891000001 ]"
"[ 29.93433739, -90.08026912 ]"
"[ 29.67163163, -90.71452044999999 ]"
"[ 30.00903368, -90.22902064 ]"
"[ 15.66128541, -88.55159404 ]"
"[ 30.2847225, -93.9176198 ]"
"[ 31.77193036, -93.64428914 ]"
"[ 15.39495154, -87.79186965 ]"
"[ 32.4970831, -92.7038652 ]"
"[ 29.6716829, -90.71447070000001 ]"
"[ 31.32556464, -92.2826716 ]"

"[ 29.95870473, -90.06850147999999 ]"
"[ 29.93375163, -90.11081844 ]"

"[ 32.42880437, -92.20255997 ]"
"[ 29.96054189, -90.06277993 ]"
"[ 30.25340838, -91.89540316 ]"
"[ 29.923394, -90.08783099999999 ]"
"[ 29.9205619, -90.01074773000001 ]"
"[ 32.52266608, -92.22970678 ]"
"[ 31.77217053, -93.64444249 ]"

"[ 15.84811, -87.94930818 ]"
"[ 17.50091796, -88.19254144 ]"
"[ 32.46748782, -92.08830559 ]"
"[ 30.2847236, -93.9176179 ]"
"[ 16.6333712, -89.6180095 ]"
"[ 29.84884985, -89.99006951 ]"
"[ 29.99662045, -90.06755781 ]"
"[ 29.9598094, -89.96203199999999 ]"
"[ 29.939251, -90.07116437000001 ]"
"[ 29.94742114, -90.06512788000001 ]"
"[ 29.94386816, -90.07098365 ]"
"[ 31.18740245, -92.12744293999999 ]"
"[ 29.922461, -90.08786000000001 ]"
"[ 15.77116, -86.78767000000001 ]"
"[ 29.944387, -90.062843 ]"

"[ 32.50426558, -92.67292882 ]"
"[ 30.00265657, -90.07332455 ]"
"[ 30.03162643, -90.24467577 ]"
"[ 30.02109471, -90.27354257 ]"


"[ 15.39288713, -87.79375984000001 ]"

"[ 15.51858299, -88.03176376 ]"

"[ 29.67925978, -91.3085191 ]"
"[ 29.6717773, -90.71464725 ]"
"[ 29.9598131, -89.9620146 ]"
"[ 31.2481268, -92.4317221 ]"
"[ 29.67925978, -91.3085191 ]"
"[ 29.11597942, -90.20520458 ]"

"[ 29.671678, -90.7144658 ]"
"[ 31.3835973, -92.43374808 ]"
"[ 29.67925978, -91.3085191 ]"
"[ 29.6716887, -90.7144952 ]"

"[ 32.35286088, -93.71823790000001 ]"
"[ 29.67925978, -91.3085191 ]"
"[ 29.94001023, -90.12176248 ]"
